"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217"
"image_1747",0,0.00087719,0,0,0,0,0,0,0,0,0,0,0,0.00087719,0,0,0.00087719,0,0.00087719,0,0.00087719,0,0.00087719,0,0,0,0,0.00087719,0,0,0,0,0,0,0,0.00087719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00087719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035088,0,0,0,0,0.00087719,0,0,0,0,0,0,0,0,0.00087719,0.0087719,0,0.0017544,0,0,0,0,0,0.00087719,0,0,0.0026316,0.00087719,0,0.0026316,0.0026316,0,0.00087719,0,0.00087719,0,0.00087719,0.00087719,0,0.0017544,0,0.00087719,0,0,0,0.0043859,0,0,0.00087719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00087719,0,0,0,0,0,0,0,0,0,0,0,0,0.00087719,0,0.00087719,0,0,0,0,0,0,0.0061403,0,0.0017544,0,0,0,0,0.00087719,0,0.00087719,0,0,0.00087719,0,0.00087719,0.0026316,0,0.00087719,0,0,0,0.00087719,0,0,0.00087719,0,0.00087719,0,0.00087719,0,0,0.00087719,0.00087719,0,0,0.011403,0,0,0,0,0,0,0.00087719,0.00087719,0,0,0,0,0,0.00087719
"image_1748",0,0.001218,0.0024361,0,0,0,0,0,0,0,0,0,0,0.001218,0,0,0,0.001218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001218,0,0,0,0,0,0,0.001218,0,0,0,0,0.001218,0.001218,0,0,0,0.001218,0,0,0,0.001218,0,0,0,0,0,0,0.001218,0.001218,0,0,0,0,0,0.0048721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024361,0.001218,0,0,0,0,0,0.001218,0,0.001218,0.001218,0,0,0,0.001218,0,0.0048721,0,0,0.001218,0,0,0,0,0.0024361,0.001218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001218,0,0.001218,0,0,0.001218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001218,0.001218,0,0,0,0,0,0,0.001218,0,0,0,0.001218,0.001218,0,0,0,0,0,0.001218,0,0,0,0,0,0,0,0,0,0,0,0,0.001218,0.001218,0,0,0
"image_1749",0.00369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00369,0.00369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00369,0.00369,0,0,0,0.00369,0,0,0,0,0,0,0,0,0.00369,0,0,0,0,0,0,0,0,0,0.00369,0,0,0,0,0,0,0,0,0,0,0,0.00369,0,0,0,0,0,0,0,0.01107,0,0,0,0,0.00369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04428,0,0,0,0,0,0,0,0,0.00369,0,0,0,0,0,0,0,0,0,0,0,0.0073801,0,0,0.00369,0,0.00369,0,0,0,0,0.00369,0,0,0,0.00369,0,0,0,0,0,0,0,0,0,0,0.00369,0,0,0
"image_1750",0,0,0,0.0011351,0,0,0.0011351,0.0011351,0,0,0,0,0,0,0,0,0.0011351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011351,0.0011351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011351,0,0,0.0045403,0,0,0,0,0.0045403,0,0,0.0011351,0,0,0,0,0,0.0011351,0.0045403,0,0,0,0,0,0,0,0.0011351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022702,0,0,0.0011351,0,0.0011351,0,0.0034052,0.0011351,0.0022702,0.0045403,0,0,0,0,0,0.0011351,0,0,0,0.0011351,0,0.0011351,0,0,0,0,0,0,0,0,0,0,0,0,0.0022702,0,0.0011351,0,0,0,0,0,0,0,0.0011351,0,0,0.0011351,0,0,0.0068105,0,0,0,0,0,0,0.0011351,0,0.0011351,0,0,0.0011351,0.0011351,0.0011351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011351,0,0,0.0011351,0,0,0,0,0,0.0011351,0.0011351,0,0,0.0011351,0.0011351,0,0,0
"image_1751",0,0,0.0016447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016447,0,0,0.0016447,0.0016447,0,0,0,0,0,0,0,0,0,0,0,0.0016447,0.0016447,0,0,0,0,0,0,0,0,0.0016447,0,0,0,0,0,0.0016447,0,0.0032895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016447,0.0016447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016447,0,0,0,0,0.0016447,0,0,0,0,0,0,0,0.0016447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016447,0,0,0.0016447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1753",0.00098619,0.0019724,0,0.00098619,0,0,0,0,0,0,0,0,0,0.00098619,0,0,0,0,0.00098619,0,0,0,0,0,0.00098619,0,0,0,0,0.00098619,0,0,0,0.00098619,0,0,0.00098619,0.0019724,0,0,0,0,0,0.00098619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00098619,0,0,0,0,0,0.00098619,0,0.00098619,0,0,0,0,0.00098619,0,0,0,0,0,0,0,0,0,0.00098619,0.00098619,0,0,0,0,0,0,0,0,0.00098619,0,0.0019724,0,0.00098619,0,0,0,0,0,0.00098619,0,0,0,0,0.00098619,0.0029586,0,0,0,0,0,0,0.00098619,0.00098619,0,0,0,0,0,0,0,0.0049309,0.00098619,0,0.0019724,0,0.00098619,0,0.00098619,0,0,0,0,0,0,0.0019724,0.00098619,0.00098619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019724,0,0,0,0,0,0,0.0019724,0,0,0,0,0,0.00098619,0.00098619,0,0,0,0,0.00098619,0,0.00098619,0,0.00098619,0,0,0.00098619,0,0,0,0,0.0019724,0.0019724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1754",0,0.00181,0,0,0,0,0,0,0,0,0,0.00090498,0,0,0,0,0.00090498,0,0.0036199,0,0,0,0.00090498,0,0,0.00181,0,0,0,0,0,0,0.00181,0,0,0,0,0.0054299,0.00090498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00090498,0,0,0,0,0,0.00090498,0,0,0,0,0,0,0,0,0,0,0,0,0.00090498,0.00090498,0,0,0,0,0,0.00090498,0,0,0,0.00090498,0.00090498,0,0,0,0,0,0.00090498,0,0,0.00181,0.011765,0.00090498,0,0,0,0,0,0,0,0,0.00181,0,0,0,0,0.00090498,0,0,0,0,0,0,0,0,0.00090498,0,0.00090498,0,0.00090498,0,0,0.00090498,0,0.00181,0,0,0,0.00090498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00090498,0,0,0,0,0,0,0,0,0,0,0,0,0.00090498,0,0,0.00181,0,0,0,0,0,0,0,0.00090498,0,0,0,0,0,0.00090498,0.00090498,0,0,0,0,0.00181,0,0,0,0,0,0.00181,0.00090498,0,0,0,0.00181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1755",0,0.00063371,0.0012674,0,0,0,0,0,0,0,0,0,0,0.00063371,0,0,0,0.00063371,0.0012674,0,0,0.00063371,0.00063371,0,0.0012674,0,0,0,0,0,0.0012674,0,0.00063371,0.00063371,0,0,0,0,0,0,0,0,0.00063371,0,0,0,0,0,0,0,0,0.00063371,0.00063371,0,0.00063371,0,0,0.00063371,0,0.00063371,0,0,0,0,0.00063371,0,0,0,0,0.00063371,0.0012674,0,0,0,0,0,0,0,0,0.0012674,0.00063371,0,0.00063371,0,0,0,0.00063371,0,0,0,0,0,0.0012674,0.0019011,0.00063371,0.00063371,0,0.00063371,0,0,0,0,0,0.0012674,0,0,0.0012674,0.0019011,0.00063371,0,0,0,0.0012674,0,0.00063371,0,0,0.00063371,0,0,0,0,0,0.0019011,0.0012674,0,0.00063371,0,0,0,0,0,0,0.00063371,0,0,0,0,0,0.00063371,0,0,0,0,0,0,0,0.00063371,0,0,0,0,0,0,0,0.0012674,0,0,0,0,0,0,0,0,0,0.00063371,0,0.0012674,0,0.0012674,0,0.00063371,0,0,0,0,0,0,0,0,0,0.00063371,0,0.0012674,0.0019011,0,0,0,0,0,0,0.00063371,0,0,0,0,0,0,0.00063371,0,0,0,0,0.00063371,0,0,0,0,0,0,0,0,0.00063371,0,0,0,0
"image_1756",0,0,0.00087184,0,0,0,0.00087184,0,0,0,0,0,0,0.00087184,0,0.00087184,0.00087184,0,0,0,0.00087184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017437,0,0.00087184,0,0,0,0,0,0.00087184,0,0,0,0,0.00087184,0,0,0,0,0,0,0,0.0017437,0,0,0.00087184,0.0017437,0,0,0,0,0,0,0.0034874,0,0,0,0.0026155,0,0.00087184,0,0,0,0,0,0,0,0,0.00087184,0,0,0.0017437,0,0,0,0,0,0,0,0.00087184,0.0026155,0,0,0.00087184,0,0,0,0,0,0.00087184,0.00087184,0,0,0,0,0,0,0,0,0,0.00087184,0,0,0,0,0,0,0,0,0.00087184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017437,0,0.00087184,0,0,0,0,0,0,0,0,0,0.0017437,0.00087184,0,0,0,0,0,0,0,0,0.00087184,0,0.0017437,0.00087184,0.00087184,0,0,0.00087184,0.00087184,0.00087184,0.0017437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1757",0.00089366,0.00089366,0,0,0,0,0.0017873,0,0,0,0,0,0,0,0,0,0,0,0.00089366,0,0.0017873,0,0,0,0,0,0,0,0,0.00089366,0,0,0.00089366,0,0,0,0,0,0.00089366,0,0,0,0,0,0,0,0,0.00089366,0,0.00089366,0,0,0,0,0,0,0,0,0.00089366,0,0,0,0,0,0,0,0,0.00089366,0,0,0,0,0,0,0,0,0,0,0,0.00089366,0,0,0.00089366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00089366,0,0,0.00089366,0,0,0,0,0,0.00089366,0,0.0017873,0,0,0.00089366,0,0,0,0,0,0.0017873,0,0,0.002681,0,0,0,0.00089366,0,0.00089366,0,0,0,0.00089366,0,0,0,0,0,0,0,0,0,0,0.00089366,0,0,0,0.0017873,0,0,0,0.00089366,0,0,0,0,0,0.00089366,0,0,0,0,0.00089366,0.00089366,0,0,0,0.00089366,0,0.00089366,0,0,0,0,0,0,0,0.0017873,0.00089366,0,0,0,0,0,0,0,0.00089366,0.002681,0,0,0,0,0,0,0.00089366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00089366,0
"image_1758",0.0010718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032154,0,0,0.0010718,0,0,0,0,0,0,0,0,0,0.0010718,0,0,0,0,0,0.0010718,0,0,0,0.0010718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010718,0,0,0,0,0,0,0.0010718,0.0010718,0,0,0,0.0010718,0,0.0010718,0,0.0010718,0,0,0,0,0,0,0,0,0.0032154,0,0,0.0010718,0.0010718,0,0,0,0,0,0,0,0.0010718,0,0,0.0010718,0,0.0010718,0,0,0,0,0,0,0,0,0,0,0,0,0.0010718,0,0,0,0.0053591,0.0010718,0,0,0,0,0,0,0,0,0.0010718,0,0,0,0,0,0,0,0.0010718,0,0,0,0,0,0,0,0,0,0.0010718,0,0,0,0.0010718,0,0,0,0,0,0.0010718,0,0.0010718,0,0,0,0.0042872,0,0.0010718,0,0.0010718,0,0,0,0,0.0010718,0,0,0,0.0010718,0,0,0,0.0021436,0.0010718,0.0010718,0,0.0010718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010718,0.0010718,0
"image_1759",0,0.0039139,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,0,0.001957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0,0,0,0,0,0,0,0.0039139,0,0,0,0,0,0,0,0,0.0097848,0,0.001957,0,0,0,0,0,0,0,0,0,0.0078278,0,0,0,0,0,0,0.0078278,0,0,0.0039139,0,0,0,0,0.001957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0,0,0.001957,0,0.001957,0,0,0,0,0,0,0.001957,0,0.001957,0,0,0,0,0,0.001957,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0,0.001957,0,0,0,0,0,0,0,0,0,0,0,0
"image_1760",0,0.0028736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028736,0,0,0,0,0,0,0,0,0.0028736,0,0,0,0,0,0.0028736,0.0028736,0.0028736,0,0.0028736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028736,0,0.0086207,0,0.0028736,0,0,0,0,0,0,0.0028736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1761",0,0.0018416,0,0,0,0,0.0018416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018416,0,0,0.0018416,0,0,0,0,0,0,0,0,0,0,0,0,0.0036832,0,0,0,0,0.0036832,0,0,0,0,0,0,0,0,0,0,0,0,0.0018416,0,0.0018416,0,0.0018416,0,0,0,0,0,0.0018416,0,0,0,0,0,0,0,0,0,0,0,0,0.0018416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018416,0,0.0018416,0,0,0,0,0,0,0,0,0,0,0.0018416,0.0018416,0,0,0,0,0.0018416,0,0,0,0.0018416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018416,0,0,0,0,0,0,0.0018416,0,0.0018416,0,0.0018416,0.0018416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018416,0.0018416,0,0,0,0.0018416,0,0,0,0,0.0036832,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1762",0,0.001171,0,0,0.001171,0,0.001171,0,0.001171,0,0,0,0,0,0,0,0,0,0.001171,0,0.001171,0,0,0,0,0,0,0,0,0.001171,0,0,0,0.001171,0,0,0,0,0.001171,0,0.001171,0.0023419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001171,0,0.0023419,0,0,0.001171,0,0,0,0,0,0,0,0,0,0,0,0.001171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001171,0,0,0,0,0,0,0.001171,0,0,0,0,0,0,0,0,0,0.0023419,0,0.001171,0.001171,0,0.001171,0,0,0,0.001171,0,0.001171,0,0,0.001171,0,0,0,0,0,0,0,0,0,0.001171,0.001171,0,0,0,0,0,0,0.001171,0,0,0,0,0.001171,0,0,0,0.001171,0,0,0,0,0,0,0,0,0,0,0,0.0035129,0,0,0,0.0023419,0,0,0,0,0,0,0,0,0.001171,0,0,0.001171,0.001171,0,0,0,0,0,0,0.001171,0,0,0,0,0,0.001171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001171,0
"image_1763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018762,0,0,0,0,0,0.0018762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037523,0,0,0.0018762,0,0,0,0,0,0,0,0,0,0,0.0018762,0.013133,0,0,0,0,0,0,0,0.0018762,0,0,0.0056285,0,0,0,0,0,0,0,0,0.0018762,0,0.0018762,0.0018762,0.0018762,0.0018762,0,0,0,0,0.0018762,0,0,0.0018762,0,0,0,0,0,0,0,0,0,0.0018762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02439,0,0,0,0,0,0,0,0.0018762,0.0018762,0,0,0.0018762,0.0018762,0,0,0,0,0,0,0,0,0,0,0,0.0037523,0,0,0,0,0,0.0018762,0.0018762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1764",0,0.0023256,0,0,0,0,0.0023256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023256,0,0,0,0,0,0,0,0,0.0046511,0,0.0023256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023256,0,0,0,0,0,0,0,0,0,0.0046511,0,0,0,0,0,0.0023256,0,0,0,0,0.0023256,0,0,0,0,0,0,0,0,0,0.0023256,0,0,0.0046511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023256,0,0,0.0023256,0,0,0,0,0,0,0,0,0,0.0023256,0,0,0,0,0,0.0023256,0,0,0,0,0,0,0.0023256,0,0,0.0023256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020408,0,0.0020408,0,0,0,0,0,0.0061225,0.0020408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040816,0,0,0,0,0,0.0020408,0,0,0,0,0,0,0,0,0.0040816,0,0,0,0.0020408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061225,0,0.0020408,0.0020408,0,0,0,0,0,0.0020408,0,0,0,0,0,0,0,0,0,0,0.0020408,0,0.0020408,0,0,0,0,0,0,0,0,0,0,0,0.0020408,0,0,0,0,0,0,0.0020408,0,0,0,0.0020408,0,0,0,0,0,0.016327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1766",0.0016978,0,0,0,0,0.0016978,0.0016978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016978,0,0.0016978,0,0,0,0,0,0,0,0.0016978,0.0016978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016978,0,0,0,0,0,0,0.0016978,0,0,0,0,0,0.0016978,0,0,0,0,0,0,0,0,0.0050934,0,0,0,0,0.0050934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016978,0,0,0.0016978,0,0,0,0,0,0,0,0,0,0.0033956,0,0,0.0016978,0,0,0,0,0,0.0033956,0,0,0,0,0.0033956,0,0,0,0,0,0,0,0,0,0.0016978,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1767",0.0034722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034722,0,0,0,0,0,0,0,0,0,0,0.0034722,0,0,0,0.0034722,0,0.0034722,0,0,0,0,0,0,0,0,0.0034722,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1768",0,0.0013387,0,0,0,0,0,0.0013387,0.0013387,0,0,0,0,0,0,0,0,0.0013387,0,0,0.0013387,0,0,0,0.0013387,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013387,0.0013387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013387,0.0026774,0,0,0,0,0,0,0,0,0,0,0.0013387,0,0.0013387,0.0013387,0,0,0,0,0.0013387,0,0,0,0.0026774,0.0013387,0.0013387,0,0,0.0013387,0,0,0,0,0,0,0.0013387,0,0,0.0013387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013387,0.0013387,0,0,0,0,0,0.0013387,0,0,0,0,0,0,0,0,0.016064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013387,0,0,0,0,0.0013387,0,0.0013387,0,0,0,0,0,0,0,0,0.0013387,0,0,0,0,0,0,0.0040161,0,0,0.0013387,0.0013387,0.0013387,0,0
"image_1769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026455,0,0,0,0.0026455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026455,0,0,0,0,0.0026455,0,0,0,0,0,0,0.0026455,0,0,0,0,0,0,0,0,0,0.0026455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026455,0,0,0,0,0,0.0026455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015873,0,0,0,0,0,0,0,0,0.0026455,0,0,0,0,0.0026455,0,0,0,0,0,0,0,0,0,0,0,0.0026455,0,0,0,0,0.0026455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1770",0,0.0023923,0.0015949,0,0,0,0.00079745,0,0,0,0,0,0,0,0,0,0,0,0.0023923,0,0,0,0.00079745,0,0.00079745,0,0,0,0,0.00079745,0,0.0015949,0,0.00079745,0,0,0,0.0039872,0.0015949,0,0,0.00079745,0,0,0,0,0,0.00079745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00079745,0,0,0,0,0,0,0,0,0,0.00079745,0,0,0,0,0,0,0,0.00079745,0.00079745,0.00079745,0.0015949,0,0,0.00079745,0,0,0,0,0.0015949,0.0015949,0.0031898,0,0,0,0,0,0,0.00079745,0,0,0,0.0015949,0,0.0015949,0,0,0,0.00079745,0,0,0,0,0,0.0015949,0,0,0.0023923,0,0,0.00079745,0.007177,0,0.00079745,0.0031898,0,0,0,0,0,0.00079745,0.00079745,0.00079745,0,0,0,0.00079745,0,0,0,0.00079745,0,0,0,0,0,0,0,0,0,0,0,0,0.0023923,0,0,0,0,0,0,0,0,0,0,0,0.021531,0.00079745,0.0015949,0,0,0.00079745,0,0,0.00079745,0,0,0,0.00079745,0.00079745,0.00079745,0,0,0,0.00079745,0.00079745,0,0.00079745,0,0,0.00079745,0,0.00079745,0,0,0,0,0,0.00079745,0,0,0.00079745,0,0,0,0,0,0,0,0.0015949,0,0.00079745,0,0.00079745,0,0
